Player;Role;Team;Opponent Team;Opponent Player;Date;Week;Day;Patch;Stage;No Game;all Games;Format;Game of day;Side;Time;Ban;Ban Opponent;Pick;Pick Opponent;Champion;Champion Opponent;Outcome;Kills Team;Turrets Team;Dragon Team;Baron Team;Level;Kills;Deaths;Assists;KDA;CS;CS in Teams Jungle;CS in Enemy Jungle;CSM;Golds;GPM;GOLD%;Vision Score;Wards placed;Wards destroyed;Control Wards Purchased;Detector Wards Placed;VSPM;WPM;VWPM;WCPM;VS%;Total damage to Champion;Physical Damage;Magic Damage;True Damage;DPM;DMG%;K+A Per Minute;KP%;Solo kills;Double kills;Triple kills;Quadra kills;Penta kills;GD@15;CSD@15;XPD@15;LVLD@15;Objectives Stolen;Damage dealt to turrets;Damage dealt to buildings;Total heal;Total Heals On Teammates;Damage self mitigated;Total Damage Shielded On Teammates;Time ccing others;Total Time CC Dealt;Total damage taken;Total Time Spent Dead;Consumables purchased;Items Purchased;Shutdown bounty collected;Shutdown bounty lost
Teddy;ADCARRY;DRX;GEN;Peyz;07.08.2024;8;1;v14.15;Summer_Season_24;1;2;3;1;Blue;00:28:18;Senna;Zeri;Kaisa;Ziggs;Kaisa;Ziggs;Loss;8;2;0;0;14;3;4;3;1.5;269;16;0;9.5;11257;398;0.237;31;10;8;3;2;1.1;0.35;0.11;0.28;0.126;12784;8191;4593;0;452;0.261;0.21;0.75;0;1;0;0;0;-1018;-22;-445;-1;0;1546;1546;4026;0;10211;0;0;29;16401;98;4;23;150;50
Pleata;SUPPORT;DRX;GEN;Lehends;07.08.2024;8;1;v14.15;Summer_Season_24;1;2;3;1;Blue;00:28:18;Leona;Kalista;Rakan;Alistar;Rakan;Alistar;Loss;8;2;0;0;11;0;2;4;2;38;0;0;1.3;6198;219;0.13;121;67;15;14;11;4.28;2.37;0.49;0.53;0.492;2887;252;2521;114;102;0.059;0.14;0.5;0;0;0;0;0;186;-2;-809;0;0;616;616;3129;1051;10855;2060;15;69;15206;38;16;31;0;0
Kiin;TOP;GEN;DRX;Rascal;07.08.2024;8;1;v14.15;Summer_Season_24;1;2;3;1;Red;00:28:18;Rumble;Nidalee;Lillia;Sejuani;Gangplank;Kennen;Win;15;10;4;1;16;3;1;10;13;242;8;0;8.6;12817;453;0.212;23;11;5;2;1;0.81;0.39;0.07;0.18;0.104;17070;12001;2621;2448;603;0.225;0.46;0.867;0;0;0;0;0;899;15;570;1;0;5109;5109;6119;0;14230;0;6;276;17499;45;3;20;0;100
Canyon;JUNGLE;GEN;DRX;Sponge;07.08.2024;8;1;v14.15;Summer_Season_24;1;2;3;1;Red;00:28:18;Ashe;Ezreal;Corki;Kennen;Lillia;Sejuani;Win;15;10;4;1;16;4;1;8;12;249;216;0;8.8;12295;434;0.203;42;7;18;4;4;1.48;0.25;0.14;0.64;0.189;13013;432;10021;2560;460;0.171;0.42;0.8;0;0;0;0;0;686;41;1956;2;1;1237;1237;26848;0;26447;0;14;484;36363;45;5;20;0;400
Chovy;MID;GEN;DRX;SeTab;07.08.2024;8;1;v14.15;Summer_Season_24;1;2;3;1;Red;00:28:18;Renekton;Aurora;Gangplank;Yasuo;Corki;Yasuo;Win;15;10;4;1;16;1;2;8;4.5;272;20;0;9.6;13778;487;0.228;45;13;16;3;3;1.59;0.46;0.11;0.57;0.203;23535;17256;3276;3003;832;0.31;0.32;0.6;0;0;0;0;0;678;-7;410;1;0;8005;8005;4560;0;9849;0;0;60;15287;46;4;22;0;100
Peyz;ADCARRY;GEN;DRX;Teddy;07.08.2024;8;1;v14.15;Summer_Season_24;1;2;3;1;Red;00:28:18;Zeri;Senna;Ziggs;Kaisa;Ziggs;Kaisa;Win;15;10;4;1;15;7;1;7;14;269;4;0;9.5;14214;502;0.235;30;12;9;3;3;1.06;0.42;0.11;0.32;0.135;19623;590;19000;33;693;0.258;0.49;0.933;0;1;0;0;0;1018;22;445;1;0;14561;14561;912;0;4736;0;13;275;7065;36;5;22;50;50
Lehends;SUPPORT;GEN;DRX;Pleata;07.08.2024;8;1;v14.15;Summer_Season_24;1;2;3;1;Red;00:28:18;Kalista;Leona;Alistar;Rakan;Alistar;Rakan;Win;15;10;4;1;12;0;3;10;3.3;42;0;0;1.5;7358;260;0.122;82;46;10;14;14;2.9;1.63;0.49;0.35;0.369;2776;317;2459;0;98;0.037;0.35;0.667;0;0;0;0;0;-186;2;809;0;0;3402;3402;6977;3413;19516;0;24;61;19666;61;16;28;0;0
Rascal;TOP;DRX;GEN;Kiin;07.08.2024;8;1;v14.15;Summer_Season_24;2;2;3;2;Blue;00:33:54;Nidalee;Rumble;Renekton;Maokai;Renekton;Gangplank;Loss;11;6;1;1;17;0;7;2;0.3;306;1;0;9;12510;369;0.197;39;14;7;9;8;1.15;0.41;0.27;0.21;0.136;12422;9309;3113;0;366;0.152;0.06;0.182;0;0;0;0;0;-986;-4;-608;0;0;3282;3282;9371;0;33563;0;12;170;41955;203;10;29;0;50
Sponge;JUNGLE;DRX;GEN;Canyon;07.08.2024;8;1;v14.15;Summer_Season_24;2;2;3;2;Blue;00:33:54;Ezreal;Ashe;Senna;Gangplank;Brand;Maokai;Loss;11;6;1;1;16;2;3;6;2.7;236;204;0;7;12088;357;0.19;43;9;8;9;7;1.27;0.27;0.27;0.24;0.15;21345;585;19237;1523;630;0.261;0.24;0.727;0;0;0;0;0;1076;30;1242;1;0;721;721;13640;0;18425;0;29;649;35937;93;10;28;0;0
SeTab;MID;DRX;GEN;Chovy;07.08.2024;8;1;v14.15;Summer_Season_24;2;2;3;2;Blue;00:33:54;Lillia;Aurora;Ornn;Corki;Yone;Corki;Loss;11;6;1;1;18;6;2;3;4.5;324;8;0;9.6;17375;513;0.274;29;8;8;7;6;0.86;0.24;0.21;0.24;0.101;29944;19543;6259;4142;883;0.366;0.27;0.818;1;0;0;0;0;418;-3;-175;0;0;8629;8629;13459;0;36580;0;29;218;32260;59;9;29;750;450
Teddy;ADCARRY;DRX;GEN;Peyz;07.08.2024;8;1;v14.15;Summer_Season_24;2;2;3;2;Blue;00:33:54;Ziggs;Yasuo;Brand;Leona;Senna;Seraphine;Loss;11;6;1;1;13;1;4;5;1.5;68;4;0;2;9722;287;0.153;143;62;27;12;10;4.22;1.83;0.35;0.8;0.498;10566;10500;0;66;312;0.129;0.18;0.545;0;0;0;0;0;-1943;-107;-2632;-3;0;1241;1241;10977;5221;9374;1799;30;219;18859;112;14;36;0;0
Pleata;SUPPORT;DRX;GEN;Lehends;07.08.2024;8;1;v14.15;Summer_Season_24;2;2;3;2;Blue;00:33:54;Kaisa;Vi;Yone;Seraphine;Ornn;Leona;Loss;11;6;1;1;16;2;4;6;2;259;0;0;7.6;11784;348;0.186;33;15;3;12;12;0.97;0.44;0.35;0.09;0.115;7583;2477;4811;295;224;0.093;0.24;0.727;1;0;0;0;0;1916;121;3506;4;0;1098;1098;3743;0;44915;0;34;530;39237;73;13;35;0;0
Kiin;TOP;GEN;DRX;Rascal;07.08.2024;8;1;v14.15;Summer_Season_24;2;2;3;2;Red;00:33:54;Rumble;Nidalee;Maokai;Renekton;Gangplank;Renekton;Win;20;9;4;1;18;6;1;11;17;334;28;0;9.9;17085;504;0.235;32;11;3;5;5;0.94;0.32;0.15;0.09;0.107;38039;27303;6544;4192;1122;0.277;0.5;0.85;2;0;0;0;0;986;4;608;0;0;7280;7280;10199;0;26877;0;19;383;27516;51;7;29;0;450
Canyon;JUNGLE;GEN;DRX;Sponge;07.08.2024;8;1;v14.15;Summer_Season_24;2;2;3;2;Red;00:33:54;Ashe;Ezreal;Gangplank;Senna;Maokai;Brand;Win;20;9;4;1;15;0;4;9;2.3;175;162;0;5.2;10094;298;0.139;46;14;10;12;10;1.36;0.41;0.35;0.29;0.153;10862;893;9316;653;320;0.079;0.27;0.45;0;0;0;0;0;-1076;-30;-1242;-1;0;349;349;22524;0;45397;1346;55;675;39161;97;13;31;0;0
Chovy;MID;GEN;DRX;SeTab;07.08.2024;8;1;v14.15;Summer_Season_24;2;2;3;2;Red;00:33:54;Aurora;Lillia;Corki;Ornn;Corki;Yone;Win;20;9;4;1;18;11;2;4;7.5;396;28;0;11.7;22391;661;0.308;62;14;17;5;5;1.83;0.41;0.15;0.5;0.207;50754;35753;7561;7440;1497;0.37;0.44;0.75;0;1;1;0;0;-418;3;175;0;0;11355;11355;8042;0;17204;0;4;159;19874;51;7;33;500;300
Peyz;ADCARRY;GEN;DRX;Teddy;07.08.2024;8;1;v14.15;Summer_Season_24;2;2;3;2;Red;00:33:54;Yasuo;Ziggs;Leona;Brand;Seraphine;Senna;Win;20;9;4;1;18;3;0;11;Perfect_KDA;322;4;0;9.5;15128;446;0.208;31;10;6;3;3;0.91;0.29;0.09;0.18;0.103;30285;1571;27895;819;893;0.221;0.41;0.7;0;0;0;0;0;1943;107;2632;3;0;3986;3986;7806;5857;11019;5958;44;640;11724;0;5;26;0;0
Lehends;SUPPORT;GEN;DRX;Pleata;07.08.2024;8;1;v14.15;Summer_Season_24;2;2;3;2;Red;00:33:54;Vi;Kaisa;Seraphine;Yone;Leona;Ornn;Win;20;9;4;1;13;0;4;13;3.3;29;0;0;0.9;8019;237;0.11;129;70;14;19;19;3.81;2.06;0.56;0.41;0.43;7357;1227;4981;1149;217;0.054;0.38;0.65;0;0;0;0;0;-1916;-121;-3506;-4;0;818;818;193;0;27256;0;38;83;25998;101;21;36;0;0
DuDu;TOP;KDF;KT;PerfecT;07.08.2024;8;1;v14.15;Summer_Season_24;1;2;3;3;Blue;00:33:58;Ivern;Tristana;Aurora;Rumble;KSante;Rumble;Win;16;10;3;2;18;2;0;3;Perfect_KDA;297;2;0;8.7;13799;406;0.199;44;12;13;7;7;1.3;0.35;0.21;0.38;0.152;5879;5303;500;76;173;0.092;0.15;0.313;0;0;0;0;0;-468;-6;-580;0;0;4156;4156;1648;0;51955;0;15;642;23537;0;11;29;0;0
Cuzz;JUNGLE;KDF;KT;Pyosik;07.08.2024;8;1;v14.15;Summer_Season_24;1;2;3;3;Blue;00:33:58;Leona;Ashe;KSante;Corki;Maokai;Zyra;Win;16;10;3;2;16;1;1;12;13;223;186;0;6.6;11980;353;0.173;74;13;24;12;11;2.18;0.38;0.35;0.71;0.255;10675;710;9321;644;314;0.166;0.38;0.813;0;0;0;0;0;96;0;22;0;1;1045;1045;24326;0;42860;2355;42;766;38409;26;13;30;0;0
Bulldog;MID;KDF;KT;Bdd;07.08.2024;8;1;v14.15;Summer_Season_24;1;2;3;3;Blue;00:33:58;Lee_Sin;Nidalee;Maokai;Zyra;Aurora;Corki;Win;16;10;3;2;18;7;4;7;3.5;287;0;0;8.4;16133;475;0.233;38;21;6;4;4;1.12;0.62;0.12;0.18;0.131;23061;1566;20665;830;679;0.36;0.41;0.875;1;0;0;0;0;-520;-30;-781;0;0;6114;6114;6620;338;12622;0;10;319;24285;159;7;27;150;0
Leaper;ADCARRY;KDF;KT;Deft;07.08.2024;8;1;v14.15;Summer_Season_24;1;2;3;3;Blue;00:33:58;Ezreal;Senna;Zeri;Miss_Fortune;Zeri;Miss_Fortune;Win;16;10;3;2;18;6;1;4;10;418;51;0;12.3;19192;565;0.277;39;8;16;1;1;1.15;0.24;0.03;0.47;0.134;20335;12753;6967;615;599;0.317;0.29;0.625;1;1;1;0;0;-1350;-4;228;0;0;11169;11169;6869;0;17941;0;6;360;12925;26;2;22;650;0
Andil;SUPPORT;KDF;KT;BeryL;07.08.2024;8;1;v14.15;Summer_Season_24;1;2;3;3;Blue;00:33:58;Kalista;Jhin;Rell;Alistar;Rell;Alistar;Win;16;10;3;2;13;0;2;10;5;32;0;0;0.9;8209;242;0.118;95;46;13;11;11;2.8;1.35;0.32;0.38;0.328;4179;334;2925;920;123;0.065;0.29;0.625;0;0;0;0;0;-394;-6;-524;-1;0;301;301;1721;0;15286;0;19;71;21262;56;15;27;0;0
PerfecT;TOP;KT;KDF;DuDu;07.08.2024;8;1;v14.15;Summer_Season_24;1;2;3;3;Red;00:33:58;Tristana;Ivern;Rumble;Aurora;Rumble;KSante;Loss;8;3;2;0;16;1;1;3;4;263;0;0;7.7;12157;358;0.205;38;21;4;9;9;1.12;0.62;0.26;0.12;0.143;18117;568;17110;439;533;0.228;0.12;0.5;0;0;0;0;0;468;6;580;0;0;673;673;3348;0;10610;0;17;373;12742;46;11;24;0;50
Pyosik;JUNGLE;KT;KDF;Cuzz;07.08.2024;8;1;v14.15;Summer_Season_24;1;2;3;3;Red;00:33:58;Ashe;Leona;Corki;KSante;Zyra;Maokai;Loss;8;3;2;0;15;0;4;5;1.3;224;202;0;6.6;10293;303;0.174;45;10;12;9;8;1.32;0.29;0.26;0.35;0.169;14446;726;13595;125;425;0.182;0.15;0.625;0;0;0;0;0;-96;0;-22;0;0;270;270;7103;0;8289;0;27;527;20697;114;10;28;0;0
Bdd;MID;KT;KDF;Bulldog;07.08.2024;8;1;v14.15;Summer_Season_24;1;2;3;3;Red;00:33:58;Nidalee;Lee_Sin;Zyra;Maokai;Corki;Aurora;Loss;8;3;2;0;18;4;2;2;3;374;16;0;11;15164;446;0.256;45;14;13;8;8;1.32;0.41;0.24;0.38;0.169;27018;19268;5097;2653;795;0.34;0.18;0.75;0;1;0;0;0;520;30;781;0;0;2471;2471;5925;0;9562;0;2;28;17672;60;10;32;0;550
Deft;ADCARRY;KT;KDF;Leaper;07.08.2024;8;1;v14.15;Summer_Season_24;1;2;3;3;Red;00:33:58;Senna;Ezreal;Miss_Fortune;Zeri;Miss_Fortune;Zeri;Loss;8;3;2;0;16;1;6;5;1;325;0;0;9.6;13718;404;0.232;29;14;7;6;4;0.85;0.41;0.18;0.21;0.109;16061;15485;488;88;473;0.202;0.18;0.75;0;0;0;0;0;1350;4;-228;0;0;1893;1893;2170;0;5494;0;4;60;15655;182;7;25;0;100
BeryL;SUPPORT;KT;KDF;Andil;07.08.2024;8;1;v14.15;Summer_Season_24;1;2;3;3;Red;00:33:58;Jhin;Kalista;Alistar;Rell;Alistar;Rell;Loss;8;3;2;0;12;2;3;5;2.3;39;0;0;1.1;7851;231;0.133;109;65;15;18;16;3.21;1.91;0.53;0.44;0.41;3722;424;2910;388;110;0.047;0.21;0.875;0;1;0;0;0;394;6;524;1;0;604;604;4312;1704;22989;0;29;74;16933;69;21;35;0;100
PerfecT;TOP;KT;KDF;DuDu;07.08.2024;8;1;v14.15;Summer_Season_24;2;2;3;4;Blue;00:31:30;Tristana;Ivern;Corki;Nidalee;Kennen;Rumble;Loss;3;1;1;0;15;1;3;0;0.3;251;1;0;8;9931;315;0.198;28;12;5;7;6;0.89;0.38;0.22;0.16;0.109;9924;1463;8461;0;315;0.182;0.03;0.333;0;0;0;0;0;-289;-3;-222;0;0;0;0;2826;0;7736;0;6;38;13483;95;8;23;0;0
Pyosik;JUNGLE;KT;KDF;Cuzz;07.08.2024;8;1;v14.15;Summer_Season_24;2;2;3;4;Blue;00:31:30;Ashe;Leona;Sejuani;Rumble;Sejuani;Nidalee;Loss;3;1;1;0;13;0;2;2;1;175;147;0;5.6;8362;265;0.167;50;17;17;15;13;1.59;0.54;0.48;0.54;0.195;2348;1549;759;40;75;0.043;0.06;0.667;0;0;0;0;0;-382;-10;-554;-1;0;0;0;13545;167;29240;0;7;369;30694;40;16;30;0;0
Bdd;MID;KT;KDF;Bulldog;07.08.2024;8;1;v14.15;Summer_Season_24;2;2;3;4;Blue;00:31:30;Aurora;Lucian;Kennen;Yone;Corki;Yone;Loss;3;1;1;0;17;1;2;1;1;341;4;0;10.8;12673;402;0.253;27;15;5;4;4;0.86;0.48;0.13;0.16;0.105;15925;11805;2850;1270;506;0.292;0.06;0.667;0;0;0;0;0;226;10;18;0;0;3935;3935;4420;0;8693;0;0;19;14406;48;5;31;0;50
Deft;ADCARRY;KT;KDF;Leaper;07.08.2024;8;1;v14.15;Summer_Season_24;2;2;3;4;Blue;00:31:30;Kalista;Senna;Ezreal;Zeri;Ezreal;Zeri;Loss;3;1;1;0;15;1;2;2;1.5;339;4;0;10.8;12199;387;0.243;42;13;18;5;4;1.33;0.41;0.16;0.57;0.164;20826;13320;7254;252;661;0.382;0.1;1;0;0;0;0;0;-1497;-9;-453;0;0;0;0;4466;0;7918;0;1;38;13038;42;7;22;0;0
BeryL;SUPPORT;KT;KDF;Andil;07.08.2024;8;1;v14.15;Summer_Season_24;2;2;3;4;Blue;00:31:30;Jhin;Kaisa;Braum;Rakan;Braum;Rakan;Loss;3;1;1;0;12;0;4;3;0.8;61;0;0;1.9;6943;220;0.139;109;57;29;20;18;3.46;1.81;0.63;0.92;0.426;5556;230;4994;332;176;0.102;0.1;1;0;0;0;0;0;-254;8;318;0;0;0;0;1255;349;13750;1387;23;132;17425;74;22;34;0;0
DuDu;TOP;KDF;KT;PerfecT;07.08.2024;8;1;v14.15;Summer_Season_24;2;2;3;4;Red;00:31:30;Ivern;Tristana;Nidalee;Corki;Rumble;Kennen;Win;13;9;3;1;17;3;0;4;Perfect_KDA;286;16;0;9.1;13077;415;0.201;33;9;3;5;5;1.05;0.29;0.16;0.1;0.1;10662;231;10312;119;338;0.168;0.22;0.538;0;0;1;0;0;289;3;222;0;0;2587;2587;3295;0;13350;0;4;315;10391;0;8;22;50;0
Cuzz;JUNGLE;KDF;KT;Pyosik;07.08.2024;8;1;v14.15;Summer_Season_24;2;2;3;4;Red;00:31:30;Leona;Ashe;Rumble;Sejuani;Nidalee;Sejuani;Win;13;9;3;1;17;2;0;10;Perfect_KDA;253;229;0;8;12901;410;0.198;73;8;22;7;6;2.32;0.25;0.22;0.7;0.222;17231;710;14499;2022;547;0.271;0.38;0.923;0;0;0;0;0;382;10;554;1;0;3493;3493;31834;7251;18603;0;5;135;30708;0;7;19;0;0
Bulldog;MID;KDF;KT;Bdd;07.08.2024;8;1;v14.15;Summer_Season_24;2;2;3;4;Red;00:31:30;Lucian;Aurora;Yone;Kennen;Yone;Corki;Win;13;9;3;1;18;5;0;3;Perfect_KDA;329;8;0;10.4;15011;477;0.23;40;12;10;9;9;1.27;0.38;0.29;0.32;0.122;13948;8407;3514;2027;443;0.219;0.25;0.615;0;0;1;0;0;-226;-10;-18;0;0;5141;5141;12889;0;29663;0;12;215;26483;0;10;28;0;0
Leaper;ADCARRY;KDF;KT;Deft;07.08.2024;8;1;v14.15;Summer_Season_24;2;2;3;4;Red;00:31:30;Senna;Kalista;Zeri;Ezreal;Zeri;Ezreal;Win;13;9;3;1;18;3;0;6;Perfect_KDA;377;33;0;12;15901;505;0.244;48;12;17;3;3;1.52;0.38;0.1;0.54;0.146;18767;10816;6215;1736;596;0.295;0.29;0.692;0;0;0;0;0;1497;9;453;0;0;8089;8089;7802;0;13299;0;12;298;14302;0;5;21;0;0
Andil;SUPPORT;KDF;KT;BeryL;07.08.2024;8;1;v14.15;Summer_Season_24;2;2;3;4;Red;00:31:30;Kaisa;Jhin;Rakan;Braum;Rakan;Braum;Win;13;9;3;1;12;0;3;9;3;34;0;0;1.1;8303;264;0.127;135;82;19;11;11;4.29;2.6;0.35;0.6;0.41;2982;662;2320;0;95;0.047;0.29;0.692;0;0;0;0;0;254;-8;-318;0;0;1297;1297;3402;843;20780;1331;13;44;15499;74;13;28;0;0
Doran;TOP;HLE;BRO;Morgan;08.08.2024;8;2;v14.15;Summer_Season_24;1;2;3;1;Blue;00:30:36;Renekton;Ivern;Sejuani;Ashe;Rumble;Ornn;Win;27;10;4;1;16;6;2;9;7.5;231;12;0;7.5;13134;429;0.207;36;14;4;4;4;1.18;0.46;0.13;0.13;0.141;35126;943;34124;59;1148;0.297;0.49;0.556;0;2;0;0;0;1788;26;620;0;0;3714;3714;4826;176;16004;0;17;281;17144;87;6;20;100;200
Peanut;JUNGLE;HLE;BRO;YoungJae;08.08.2024;8;2;v14.15;Summer_Season_24;1;2;3;1;Blue;00:30:36;LeBlanc;Maokai;Jhin;Tristana;Sejuani;Lillia;Win;27;10;4;1;15;2;3;12;4.7;194;172;0;6.3;11488;375;0.181;46;8;9;7;7;1.5;0.26;0.23;0.29;0.18;12182;7063;3532;1587;398;0.103;0.46;0.519;0;0;0;0;0;612;-2;111;0;0;5173;5173;18588;213;52758;0;30;495;38013;89;8;20;0;0
Zeka;MID;HLE;BRO;FATE;08.08.2024;8;2;v14.15;Summer_Season_24;1;2;3;1;Blue;00:30:36;Corki;Yone;Rumble;Lillia;Jayce;Tristana;Win;27;10;4;1;16;4;3;10;4.7;291;24;0;9.5;14327;468;0.226;50;19;10;12;10;1.63;0.62;0.39;0.33;0.196;25559;23010;2325;224;835;0.216;0.46;0.519;0;0;0;0;0;487;2;-614;0;0;10204;10204;6019;0;11618;0;11;173;19392;142;15;33;0;400
Viper;ADCARRY;HLE;BRO;Envyy;08.08.2024;8;2;v14.15;Summer_Season_24;1;2;3;1;Blue;00:30:36;KSante;Yasuo;Alistar;Leona;Jhin;Ashe;Win;27;10;4;1;16;13;2;11;12;260;12;0;8.5;15615;510;0.247;24;12;6;2;2;0.78;0.39;0.07;0.2;0.094;37019;33473;2838;708;1210;0.313;0.78;0.889;0;1;1;0;0;2553;12;1280;1;0;3384;3384;7689;0;10737;0;45;223;19875;95;3;17;50;1050
Delight;SUPPORT;HLE;BRO;Pollu;08.08.2024;8;2;v14.15;Summer_Season_24;1;2;3;1;Blue;00:30:36;Braum;Lucian;Jayce;Ornn;Alistar;Leona;Win;27;10;4;1;13;2;4;20;5.5;30;0;0;1;8744;286;0.138;99;54;8;18;16;3.24;1.76;0.59;0.26;0.388;8229;1384;5361;1484;269;0.07;0.72;0.815;0;0;0;0;0;935;0;1967;2;0;3305;3305;12017;6246;44507;0;45;107;31147;106;20;36;0;100
Morgan;TOP;BRO;HLE;Doran;08.08.2024;8;2;v14.15;Summer_Season_24;1;2;3;1;Red;00:30:36;Ivern;Renekton;Ashe;Sejuani;Ornn;Rumble;Loss;14;1;0;0;16;2;2;10;6;209;0;0;6.8;10062;329;0.19;38;12;6;9;7;1.24;0.39;0.29;0.2;0.151;10336;3749;6465;122;338;0.121;0.39;0.857;1;0;0;0;0;-1788;-26;-620;0;0;1137;1137;3190;0;56050;0;29;583;35729;77;10;28;300;0
YoungJae;JUNGLE;BRO;HLE;Peanut;08.08.2024;8;2;v14.15;Summer_Season_24;1;2;3;1;Red;00:30:36;Maokai;LeBlanc;Tristana;Jhin;Lillia;Sejuani;Loss;14;1;0;0;15;4;5;8;2.4;211;159;0;6.9;11974;391;0.226;33;10;6;9;8;1.08;0.33;0.29;0.2;0.131;24380;341;19256;4783;797;0.286;0.39;0.857;0;0;0;0;0;-612;2;-111;0;0;0;0;23673;0;20869;0;25;411;42444;76;10;25;300;50
FATE;MID;BRO;HLE;Zeka;08.08.2024;8;2;v14.15;Summer_Season_24;1;2;3;1;Red;00:30:36;Yone;Corki;Lillia;Rumble;Tristana;Jayce;Loss;14;1;0;0;17;7;4;3;2.5;290;4;0;9.5;14720;481;0.278;53;16;7;8;6;1.73;0.52;0.26;0.23;0.21;27689;24708;1497;1484;905;0.325;0.33;0.714;0;0;0;0;1;-487;-2;614;0;0;4005;4005;7353;0;10217;0;11;120;20642;121;10;34;1150;100
Envyy;ADCARRY;BRO;HLE;Viper;08.08.2024;8;2;v14.15;Summer_Season_24;1;2;3;1;Red;00:30:36;Yasuo;KSante;Leona;Alistar;Ashe;Jhin;Loss;14;1;0;0;14;0;7;6;0.9;244;0;0;8;9395;307;0.178;35;10;11;4;4;1.14;0.33;0.13;0.36;0.139;16875;16060;815;0;551;0.198;0.2;0.429;0;0;0;0;0;-2553;-12;-1280;-1;0;0;0;2977;0;8120;0;38;723;20759;209;5;22;0;0
Pollu;SUPPORT;BRO;HLE;Delight;08.08.2024;8;2;v14.15;Summer_Season_24;1;2;3;1;Red;00:30:36;Lucian;Braum;Ornn;Jayce;Leona;Alistar;Loss;14;1;0;0;12;1;9;7;0.9;28;0;0;0.9;6730;220;0.127;93;46;11;11;11;3.04;1.5;0.36;0.36;0.369;5949;1231;3734;984;194;0.07;0.26;0.571;0;0;0;0;0;-935;0;-1967;-2;0;0;0;1269;188;18712;0;38;91;29387;138;13;27;0;0
Doran;TOP;HLE;BRO;Morgan;08.08.2024;8;2;v14.15;Summer_Season_24;2;2;3;2;Blue;00:23:10;Renekton;Ivern;Sejuani;Ezreal;Kennen;Nasus;Win;15;9;2;1;15;6;1;4;10;199;4;0;8.6;11149;481;0.225;19;9;2;4;4;0.82;0.39;0.17;0.09;0.09;18719;3361;15329;29;808;0.35;0.43;0.667;0;1;0;0;0;659;1;369;0;0;6173;6173;3595;0;7577;0;15;57;11885;8;5;21;0;0
Peanut;JUNGLE;HLE;BRO;YoungJae;08.08.2024;8;2;v14.15;Summer_Season_24;2;2;3;2;Blue;00:23:10;LeBlanc;Maokai;Yasuo;Corki;Sejuani;Lillia;Win;15;9;2;1;13;1;0;9;Perfect_KDA;157;148;0;6.8;8651;373;0.175;33;9;5;7;7;1.42;0.39;0.3;0.22;0.156;6534;3620;2516;398;282;0.122;0.43;0.667;0;0;0;0;0;330;-2;424;1;0;3188;3188;14641;133;21981;0;15;342;23900;0;8;20;0;0
Zeka;MID;HLE;BRO;FATE;08.08.2024;8;2;v14.15;Summer_Season_24;2;2;3;2;Blue;00:23:10;Ashe;Yone;Kennen;Leona;Yasuo;Corki;Win;15;9;2;1;15;2;1;6;8;241;6;0;10.4;10954;473;0.221;22;12;4;4;4;0.95;0.52;0.17;0.17;0.104;11432;10238;978;216;493;0.214;0.35;0.533;0;0;0;0;0;365;10;657;0;0;6597;6597;5778;0;16995;0;15;147;15357;41;5;23;0;200
Viper;ADCARRY;HLE;BRO;Envyy;08.08.2024;8;2;v14.15;Summer_Season_24;2;2;3;2;Blue;00:23:10;Poppy;Kaisa;Xayah;Lillia;Xayah;Ezreal;Win;15;9;2;1;13;5;1;4;9;237;6;0;10.2;11636;502;0.235;36;10;8;2;2;1.55;0.43;0.09;0.35;0.171;13064;12932;0;132;564;0.244;0.39;0.6;0;0;0;0;0;556;-4;-571;-1;0;6093;6093;3160;0;3496;0;9;51;8500;8;3;13;0;0
Delight;SUPPORT;HLE;BRO;Pollu;08.08.2024;8;2;v14.15;Summer_Season_24;2;2;3;2;Blue;00:23:10;KSante;Zeri;Rakan;Nasus;Rakan;Leona;Win;15;9;2;1;11;1;0;11;Perfect_KDA;35;0;0;1.5;7140;308;0.144;101;60;13;11;10;4.36;2.59;0.47;0.56;0.479;3768;930;2838;0;163;0.07;0.52;0.8;0;0;0;0;0;754;11;1597;2;0;5913;5913;4441;2677;7606;1723;14;42;6010;0;13;27;0;0
Morgan;TOP;BRO;HLE;Doran;08.08.2024;8;2;v14.15;Summer_Season_24;2;2;3;2;Red;00:23:10;Ivern;Renekton;Ezreal;Sejuani;Nasus;Kennen;Loss;3;1;1;0;14;2;4;0;0.5;216;0;0;9.3;8737;377;0.228;18;6;6;2;1;0.78;0.26;0.09;0.26;0.113;9152;3895;5257;0;395;0.258;0.09;0.667;1;0;0;0;0;-659;-1;-369;0;0;0;0;4814;0;13842;0;8;212;17405;66;4;21;200;0
YoungJae;JUNGLE;BRO;HLE;Peanut;08.08.2024;8;2;v14.15;Summer_Season_24;2;2;3;2;Red;00:23:10;Maokai;LeBlanc;Corki;Yasuo;Lillia;Sejuani;Loss;3;1;1;0;12;0;2;1;0.5;160;149;0;6.9;7119;307;0.186;35;10;8;5;5;1.51;0.43;0.22;0.35;0.219;4289;0;3673;616;185;0.121;0.04;0.333;0;0;0;0;0;-330;2;-424;-1;0;0;0;16211;0;11809;0;8;360;23893;39;6;18;0;0
